##;ENG;FRA;ITA;SPA;GER;POL;POR;RUS;;;X
PROV246;Chelm;Chelm;Chelm;Chelm;Chelm;Cheіm;Chelm;Холм;;;X
PROV247;Brest-Litovsk;Brest-Litovsk;Brest-Litovsk;Brest-Litovsk;Brest-Litovsk;Brzeњж Litewski;Brest-Litovsk;Брест-Литовск;;;X
PROV248;Pinsk;Pinsk;Pinsk;Pinsk;Pinsk;Piсsk;Pinsk;Пинск;;;X
PROV249;Sarny;Sarny;Sarny;Sarny;Sarny;Sarny;Sarny;Сарны;;;X
PROV250;Lomza;Lomza;Lomza;Lomza;Lomza;Јomїa;Lomza;Ломжа;;;X
PROV251;Nowogrodek;Nowogrodek;Nowogrodek;Nowogrodek;Nowogrodek;Nowogrуdek;Nowogrodek;Новогрудек;;;X
PROV252;Suwalki;Suwalki;Suwalki;Suwalki;Suwalki;Suwaіki;Suwalki;Сувалки;;;X
PROV253;Wolkowysk;Wolkowysk;Wolkowysk;Wolkowysk;Wolkowysk;Woіkowysk;Wolkowysk;Волковыск;;;X
PROV254;Bialystok;Bialystok;Bialystok;Bialistok;Bialystok;Biaіystok;Bialystok;Белосток;;;X
PROV255;Grodno;Grodno;Grodno;Grodno;Grodno;Grodno;Grodno;Гродно;;;X
PROV256;Vilejka;Vilejka;Vilejka;Vilejka;Vilejka;Wilejka;Vilejka;Вилейка;;;X
PROV257;Glebokie;Glebokie;Glebokie;Glebokie;Glebokie;Gікbokie;Glebokie;Глубокое ;;;X
PROV258;Wilno;Wilno;Wilno;Wilno;Wilno;Wilno;Wilno;Вильнюс;;;X
PROV259;Siauliai;Siauliai;Siauliai;Siauliai;Siauliai;Siauliai;Siauliai;Шяуляй;;;X
PROV260;Panevezys;Panevezys;Panevezys;Panevezys;Panevezys;Panevezys;Panevezys;Паневежис;;;X
PROV261;Klaipeda;Klaipeda;Klaipeda;Klaipeda;Klaipeda;Klaipeda;Klaipeda;Клайпеда;;;X
PROV262;Kaunas;Kaunas;Kaunas;Kaunas;Kaunas;Kaunas;Kaunas;Каунас;;;X
PROV263;Alytus;Alytus;Alytus;Alytus;Alytus;Alytus;Alytus;Алитус;;;X
PROV264;Riga;Riga;Riga;Riga;Riga;Riga;Riga;Рига;;;X
PROV265;Valmiera;Valmiera;Valmiera;Valmiera;Valmiera;Valmiera;Valmiera;Валмиера;;;X
PROV266;Daugavpils;Daugavpils;Daugavpils;Daugavpils;Daugavpils;Daugavpils;Daugavpils;Даугавпилс;;;X
PROV267;Jekabpils;Jekabpils;Jekabpils;Jekabpils;Jekabpils;Jekabpils;Jekabpils;Екабпилс;;;X
PROV268;Liepaja;Liepaja;Liepaja;Liepaja;Liepaja;Liepaja;Liepaja;Лиепая;;;X
PROV269;Jelgava;Jelgava;Jelgava;Jelgava;Jelgava;Jelgava;Jelgava;Елгава;;;X
PROV270;Tallinn;Tallinn;Tallinn;Tallin;Tallinn;Tallinn;Tallinn;Таллинн;;;X
PROV271;Parnu;Parnu;Parnu;Parnu;Parnu;Parnu;Parnu;Пярну;;;X
PROV272;Tartu;Tartu;Tartu;Tartu;Tartu;Tartu;Tartu;Тарту;;;X
PROV273;Voru;Voru;Voru;Voru;Voru;Voru;Voru;Выру;;;X
PROV274;Narva;Narva;Narva;Narva;Narva;Narva;Narva;Нарва;;;X
PROV275;Kuressaare;Kuressaare;Kuressaare;Kuressaare;Kuressaare;Kuressaare;Kuressaare;Курессааре;;;X
PROV276;Zalaegerszeg;Zalaegerszeg;Zalaegerszeg;Zalaegerszeg;Zalaegerszeg;Zalaegerszeg;Zalaegerszeg;Залаэгерсег;;;X
PROV277;Pecs;Pecs;Pecs;Pecs;Pecs;Pecs;Pecs;Печ;;;X
PROV278;Szekesfehervar;Szekesfehervar;Szekesfehervar;Szйkesfehйrvбr;Szekesfehervar;Szekesfehervar;Szekesfehervar;Секешфехервар;;;X
PROV279;Gyor;Gyor;Gyor;Gyor;Gyor;Gyor;Gyor;Дьер;;;X
PROV280;Szeged;Szeged;Szeged;Szeged;Szeged;Szeged;Szeged;Сегед;;;X
PROV281;Debrecen;Debrecen;Debrecen;Debrecen;Debrecen;Debrecen;Debrecen;Дебрецен;;;X
PROV282;Miskolc;Miskolc;Miskolc;Miskolc;Miskolc;Miskolc;Miskolc;Мишкольц;;;X
PROV283;Bekescsaba;Bekescsaba;Bekescsaba;Bйkйscsaba;Bekescsaba;Bekescsaba;Bekescsaba;Бекешчаба;;;X
PROV284;Budapest;Budapest;Budapest;Budapest;Budapest;Budapest;Budapest;Будапешт;;;X
PROV285;Timisoara;Timisoara;Timisoara;Timisoara;Timisoara;Timisoara;Timisoara;Тимишоара;;;X
PROV286;Arad;Arad;Arad;Arad;Arad;Arad;Arad;Арад;;;X
PROV287;Turda;Turda;Turda;Turda;Turda;Turda;Turda;Турда;;;X
PROV288;Cluj;Cluj;Cluj;Cluj;Cluj;Cluj;Cluj;Клуж;;;X
PROV289;Alba Iulia;Alba Iulia;Alba Iulia;Alba Iulia;Alba Iulia;Alba Iulia;Alba Iulia;Алба-Юлия;;;X
PROV290;Store Belt;Store Belt;Store Belt;Store Belt;Store Belt;Store Belt;Store Belt;Бельт Большой;;;X
PROV291;Sibiu;Sibiu;Sibiu;Sibiu;Sibiu;Sibiu;Sibiu;Сибиу;;;X
PROV292;Bistrita;Bistrita;Bistrita;Bistreta;Bistrita;Bistrita;Bistrita;Бистрица;;;X
PROV293;Miercurea Ciuc;Miercurea Ciuc;Miercurea Ciuc;Miercurea Ciuc;Miercurea Ciuc;Miercurea Ciuc;Miercurea Ciuc;Меркуря-Чук;;;X
PROV294;Copenhagen;Copenhagen;Copenhagen;Copenhague;Copenhagen;Copenhagen;Copenhagen;Копенгаген;;;X
PROV295;Resita;Resita;Resita;Resita;Resita;Resita;Resita;Ресита;;;X
PROV296;Oradea;Oradea;Oradea;Oradea;Oradea;Oradea;Oradea;Орадя;;;X
PROV297;Iasi;Iasi;Iasi;Iasi;Iasi;Iasi;Iasi;Яссы;;;X
PROV298;Galati;Galati;Galati;Galati;Galati;Galati;Galati;Галац;;;X
PROV299;Bacau;Bacau;Bacau;Bacau;Bacau;Bacau;Bacau;Бакэу;;;X
PROV300;Cernauti;Cernauti;Cernauti;Cernauti;Cernauti;Cernauti;Cernauti;Черновцы;;;X
PROV301;Suceava;Suceava;Suceava;Suceava;Suceava;Suceava;Suceava;Сучава;;;X
PROV302;Hotin;Hotin;Hotin;Hotin;Hotin;Hotin;Hotin;Хотин;;;X
PROV303;Balti;Balti;Balti;Balti;Balti;Balti;Balti;Бельцы;;;X
PROV304;Chisinau;Chisinau;Chisinau;Chisinau;Chisinau;Chisinau;Chisinau;Кишинев;;;X
PROV305;Cahul;Cahul;Cahul;Cahul;Cahul;Cahul;Cahul;Кагул;;;X
PROV306;Ismail;Ismail;Ismail;Ismail;Ismail;Ismail;Ismail;Измаил;;;X
PROV307;Dobrich;Dobrich;Dobrich;Dobrich;Dobrich;Dobrich;Dobrich;Добрич;;;X
PROV308;Giurgiu;Giurgiu;Giurgiu;Giurgiu;Giurgiu;Giurgiu;Giurgiu;Джурджу;;;X
PROV309;Braila;Braila;Braila;Braila;Braila;Braila;Braila;Браила;;;X
PROV310;Constantza;Constantza;Constantza;Constanza;Constantza;Constantza;Constantza;Констанца;;;X
PROV311;Ploesti;Ploesti;Ploesti;Ploesti;Ploesti;Ploesti;Ploesti;Плоешти;;;X
PROV312;Turnu Severin;Turnu Severin;Turnu Severin;Turnu Severin;Turnu Severin;Turnu Severin;Turnu Severin;Турну-Северин;;;X
PROV313;Sulina;Sulina;Sulina;Sulina;Sulina;Sulina;Sulina;Сулина;;;X
PROV314;Calarasi;Calarasi;Calarasi;Calarasi;Calarasi;Calarasi;Calarasi;Калараш;;;X
PROV315;Craiova;Craiova;Craiova;Craiova;Craiova;Craiova;Craiova;Крайова;;;X
PROV316;Bucharest;Bucharest;Bucharest;Bucarest;Bucharest;Bucharest;Bucharest;Бухарест;;;X
PROV317;Ruse;Ruse;Ruse;Ruse;Ruse;Ruse;Ruse;Русе;;;X
PROV318;Vidin;Vidin;Vidin;Vidin;Vidin;Vidin;Vidin;Видин;;;X
PROV319;Haskovo;Haskovo;Haskovo;Haskovo;Haskovo;Haskovo;Haskovo;Хасково;;;X
PROV320;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Gorna Dzhumaya;Горна Джумая ;;;X
PROV321;Sofia;Sofia;Sofia;Sofнa;Sofia;Sofia;Sofia;София;;;X
PROV322;Gabrovo;Gabrovo;Gabrovo;Gabrovo;Gabrovo;Gabrovo;Gabrovo;Габрово;;;X
PROV323;Pleven;Pleven;Pleven;Pleven;Pleven;Pleven;Pleven;Плевен;;;X
PROV324;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Plovdiv;Пловдив;;;X
PROV325;Burgas;Burgas;Burgas;Burgas;Burgas;Burgas;Burgas;Бургас;;;X
PROV326;Varna;Varna;Varna;Varna;Varna;Varna;Varna;Варна;;;X
PROV327;Krusevac;Krusevac;Krusevac;Krusevac;Krusevac;Krusevac;Krusevac;Крушевац;;;X
PROV328;Kumanovo;Kumanovo;Kumanovo;Kumanovo;Kumanovo;Kumanovo;Kumanovo;Куманово;;;X
PROV329;Pristina;Pristina;Pristina;Pristina;Pristina;Pristina;Pristina;Приштина;;;X
PROV330;Nis;Nis;Nis;Nis;Nis;Nis;Nis;Ниш;;;X
PROV331;Pirot;Pirot;Pirot;Pirot;Pirot;Pirot;Pirot;Пирот;;;X
PROV332;Cetinje;Cetinje;Cetinje;Cetinje;Cetinje;Cetinje;Cetinje;Цетинье;;;X
PROV333;Skopje;Skopje;Skopje;Skopje;Skopje;Skopje;Skopje;Скопье;;;X
PROV334;Tetovo;Tetovo;Tetovo;Tetovo;Tetovo;Tetovo;Tetovo;Тетово;;;X
PROV335;Prijepolje;Prijepolje;Prijepolje;Prijepolje;Prijepolje;Prijepolje;Prijepolje;Приеполе;;;X
PROV336;Petrovgrad;Petrovgrad;Petrovgrad;Petrogrado;Petrovgrad;Petrovgrad;Petrovgrad;Петровград;;;X
PROV337;Ruma;Ruma;Ruma;Ruma;Ruma;Ruma;Ruma;Рума;;;X
PROV338;Belgrade;Belgrade;Belgrade;Belgrado;Belgrade;Belgrade;Belgrade;Белград;;;X
PROV339;Bor;Bor;Bor;Bor;Bor;Bor;Bor;Бор;;;X
PROV340;Sabac;Sabac;Sabac;Sabac;Sabac;Sabac;Sabac;Шабац;;;X
PROV341;Novi Sad;Novi Sad;Novi Sad;Novi Sad;Novi Sad;Novi Sad;Novi Sad;Нови-Сад;;;X
PROV342;Uzice;Uzice;Uzice;Uzice;Uzice;Uzice;Uzice;Ужице;;;X
PROV343;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Dubrovnik;Дубровник;;;X
PROV344;Osijek;Osijek;Osijek;Osijek;Osijek;Osijek;Osijek;Осиек;;;X
PROV345;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Bjelovar;Беловар;;;X
PROV346;Maribor;Maribor;Maribor;Maribor;Maribor;Maribor;Maribor;Марибор;;;X
PROV347;Karlovac;Karlovac;Karlovac;Karlovac;Karlovac;Karlovac;Karlovac;Карловац;;;X
PROV348;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Gibraltar;Гибралтар;;;X
PROV349;Ljubljana;Ljubljana;Ljubljana;Ljubljana;Ljubljana;Ljubljana;Ljubljana;Любляна;;;X
PROV350;Split;Split;Split;Split;Split;Split;Split;Сплит;;;X
PROV351;Knin;Knin;Knin;Knin;Knin;Knin;Knin;Книн;;;X
PROV352;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;Zagreb;Загреб;;;X
PROV353;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Banja Luka;Баня-Лука;;;X
PROV354;Tuzla;Tuzla;Tuzla;Tuzla;Tuzla;Tuzla;Tuzla;Тузла;;;X
PROV355;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Sarajevo;Сараево;;;X
PROV356;Mostar;Mostar;Mostar;Mostar;Mostar;Mostar;Mostar;Мостар;;;X
PROV357;Bihac;Bihac;Bihac;Bihac;Bihac;Bihac;Bihac;Бихач;;;X
PROV358;Travnik;Travnik;Travnik;Travnik;Travnik;Travnik;Travnik;Травник;;;X
PROV359;Tirana;Tirana;Tirana;Tirana;Tirana;Tirana;Tirana;Тирана;;;X
PROV360;Korce;Korce;Korce;Korce;Korce;Korce;Korce;Корча;;;X
PROV361;Shkoder;Shkoder;Shkoder;Shkoder;Shkoder;Shkoder;Shkoder;Шкодер;;;X
PROV362;Vlore;Vlore;Vlore;Vlore;Vlore;Vlore;Vlore;Влоре;;;X
PROV363;Xanthi;Xanthi;Xanthi;Xanthi;Xanthi;Xanthi;Xanthi;Ксанти;;;X
PROV364;Kavala;Kavala;Kavala;Kavala;Kavala;Kavala;Kavala;Кавала;;;X
PROV365;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;Салоники;;;X
PROV366;Kozani;Kozani;Kozani;Kozбni;Kozani;Kozani;Kozani;Козани;;;X
PROV367;Ioannina;Ioannina;Ioannina;Ioбnnina;Ioannina;Ioannina;Ioannina;Иоаннина;;;X
PROV368;Larissa;Larissa;Larissa;Larissa;Larissa;Larissa;Larissa;Ларисса;;;X
PROV369;Metsovo;Metsovo;Metsovo;Metsovo;Metsovo;Metsovo;Metsovo;Мецово;;;X
PROV370;Alexandroupoli;Alexandroupoli;Alexandroupoli;Alexandroupoli;Alexandroupoli;Alexandroupoli;Alexandroupoli;Александруполис;;;X
PROV371;Kerkyra;Kerkyra;Kerkyra;Kerkyra;Kerkyra;Kerkyra;Kerkyra;Керкира;;;X
PROV372;Patra;Patra;Patra;Patra;Patra;Patra;Patra;Патры;;;X
PROV373;Corinth;Corinth;Corinth;Corinth;Corinth;Corinth;Corinth;Коринф;;;X
PROV374;Chalcis;Chalcis;Chalcis;Chalcis;Chalcis;Chalcis;Chalcis;Халкида;;;X
PROV375;Levadhia;Levadhia;Levadhia;Levadhia;Levadhia;Levadhia;Levadhia;Левадия;;;X
PROV376;Agrinion;Agrinion;Agrinion;Agrinion;Agrinion;Agrinion;Agrinion;Агринион;;;X
PROV377;Athens;Athens;Athens;Athens;Athens;Athens;Athens;Афины;;;X
PROV378;Kalymnos;Kalymnos;Kalymnos;Kalymnos;Kalymnos;Kalymnos;Kalymnos;Калимнос;;;X
PROV379;Rodos;Rodos;Rodos;Rodos;Rodos;Rodos;Rodos;Родос;;;X
PROV380;Sitia;Sitia;Sitia;Sitia;Sitia;Sitia;Sitia;Сития;;;X
PROV381;Ermoupoli;Ermoupoli;Ermoupoli;Ermoъpolis;Ermoupoli;Ermoupoli;Ermoupoli;Эрмуполис;;;X
PROV382;Irakleio;Irakleio;Irakleio;Irakleio;Irakleio;Irakleio;Irakleio;Ираклион;;;X
PROV383;Mytilene;Mytilene;Mytilene;Mytilene;Mytilene;Mytilene;Mytilene;Митилена;;;X
PROV384;Gallipoli;Gallipoli;Gallipoli;Gallipoli;Gallipoli;Gallipoli;Gallipoli;Галлиполи;;;X
PROV385;Adrianople;Adrianople;Adrianople;Adrianople;Adrianople;Adrianople;Adrianople;Адрианополь;;;X
PROV386;Kars;Kars;Kars;Kars;Kars;Kars;Kars;Карс;;;X
PROV387;Famagusta;Famagusta;Famagusta;Famagusta;Famagusta;Famagusta;Famagusta;Фамагуста;;;X
PROV388;Nicosia;Nicosia;Nicosia;Nicosia;Nicosia;Nicosia;Nicosia;Никосия;;;X
PROV389;Zurich;Zurich;Zurich;Zъrich;Zurich;Zurich;Zurich;Цюрих;;;X
PROV390;Lugano;Lugano;Lugano;Lugano;Lugano;Lugano;Lugano;Лугано;;;X
PROV391;Geneva;Geneva;Geneva;Gйnova;Geneva;Geneva;Geneva;Женева;;;X
PROV392;Bern;Bern;Bern;Bern;Bern;Bern;Bern;Берн;;;X
PROV393;Brescia;Brescia;Brescia;Brescia;Brescia;Brescia;Brescia;Брешия;;;X
PROV394;Belluno;Belluno;Belluno;Belluno;Belluno;Belluno;Belluno;Беллуно;;;X
PROV395;Bergamo;Bergamo;Bergamo;Bйrgamo;Bergamo;Bergamo;Bergamo;Бергамо;;;X
PROV396;Genoa;Genoa;Genoa;Genoa;Genoa;Genoa;Genoa;Генуя;;;X
PROV397;Sea of Marmara;Sea of Marmara;Sea of Marmara;Mar de Marmara;Sea of Marmara;Sea of Marmara;Sea of Marmara;Мраморное море;;;X
PROV398;Turin;Turin;Turin;Turнn;Turin;Turin;Turin;Турин;;;X
PROV399;Alessandria;Alessandria;Alessandria;Alessandria;Alessandria;Alessandria;Alessandria;Александрия;;;X
PROV400;Venice;Venice;Venice;Venecia;Venice;Venice;Venice;Венеция;;;X
PROV401;Trento;Trento;Trento;Trento;Trento;Trento;Trento;Тренто;;;X
PROV402;Bolzano;Bolzano;Bolzano;Bolzano;Bolzano;Bolzano;Bolzano;Больцано;;;X
PROV403;Capodistria;Capodistria;Capodistria;Capodistria;Capodistria;Capodistria;Capodistria;Каподистрия;;;X
PROV404;Trieste;Trieste;Trieste;Trieste;Trieste;Trieste;Trieste;Триест;;;X
PROV405;Udine;Udine;Udine;Udine;Udine;Udine;Udine;Удине;;;X
PROV406;Pola;Pola;Pola;Pola;Pola;Pola;Pola;Пола;;;X
PROV407;Milan;Milan;Milan;Milбn;Milan;Milan;Milan;Милан;;;X
PROV408;Parma;Parma;Parma;Parma;Parma;Parma;Parma;Парма;;;X
PROV409;Istanbul;Istanbul;Istanbul;Estambul;Istanbul;Istanbul;Istanbul;Стамбул;;;X
PROV410;Florence;Florence;Florence;Florencia;Florence;Florence;Florence;Флоренция;;;X
PROV411;Bologna;Bologna;Bologna;Bolonia;Bologna;Bologna;Bologna;Болонья;;;X
PROV412;Ancona;Ancona;Ancona;Ancona;Ancona;Ancona;Ancona;Анкона;;;X
PROV413;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Ливорно;;;X
PROV414;Perugia;Perugia;Perugia;Perugia;Perugia;Perugia;Perugia;Перуджа;;;X
PROV415;Pescara;Pescara;Pescara;Pescara;Pescara;Pescara;Pescara;Пескара;;;X
PROV416;Anzio;Anzio;Anzio;Anzio;Anzio;Anzio;Anzio;Анцио;;;X
PROV417;Cassino;Cassino;Cassino;Cassino;Cassino;Cassino;Cassino;Кассино;;;X
PROV418;Gaeta;Gaeta;Gaeta;Gaeta;Gaeta;Gaeta;Gaeta;Гаэта;;;X
PROV419;Rome;Rome;Rome;Roma;Rome;Rome;Rome;Рим;;;X
PROV420;Foggia;Foggia;Foggia;Foggia;Foggia;Foggia;Foggia;Фоджа;;;X
PROV421;Naples;Naples;Naples;Nбpoles;Naples;Naples;Naples;Неаполь;;;X
PROV422;Taranto;Taranto;Taranto;Taranto;Taranto;Taranto;Taranto;Таранто;;;X
PROV423;Campobasso;Campobasso;Campobasso;Campobasso;Campobasso;Campobasso;Campobasso;Кампобассо;;;X
PROV424;Potenza;Potenza;Potenza;Potenza;Potenza;Potenza;Potenza;Потенца;;;X
PROV425;Reggio Calabria;Reggio Calabria;Reggio Calabria;Reggio Calabria;Reggio Calabria;Reggio Calabria;Reggio Calabria;Реджио-Калабрия;;;X
PROV426;Bari;Bari;Bari;Bari;Bari;Bari;Bari;Бари;;;X
PROV427;Salerno;Salerno;Salerno;Salerno;Salerno;Salerno;Salerno;Салерно;;;X
PROV428;Cosenza;Cosenza;Cosenza;Cosenza;Cosenza;Cosenza;Cosenza;Козенца;;;X
PROV429;Malta;Malta;Malta;Malta;Malta;Malta;Malta;Мальта;;;X
PROV430;Palermo;Palermo;Palermo;Palermo;Palermo;Palermo;Palermo;Палермо;;;X
PROV431;Messina;Messina;Messina;Messina;Messina;Messina;Messina;Мессина;;;X
PROV432;Catania;Catania;Catania;Catania;Catania;Catania;Catania;Катания;;;X
PROV433;Siracuse;Siracuse;Siracuse;Siracusa;Siracuse;Siracuse;Siracuse;Сиракузы;;;X
PROV434;Cagliari;Cagliari;Cagliari;Cagliari;Cagliari;Cagliari;Cagliari;Кальяри;;;X
PROV435;Sassari;Sassari;Sassari;Sassari;Sassari;Sassari;Sassari;Сассари;;;X
PROV436;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;Tarragona;Таррагона;;;X
PROV437;Gerona;Gerona;Gerona;Gerona;Gerona;Gerona;Gerona;Херона;;;X
PROV438;Huesca;Huesca;Huesca;Huesca;Huesca;Huesca;Huesca;Уэска;;;X
PROV439;Lerida;Lerida;Lerida;Lйrida;Lerida;Lerida;Lerida;Лерида;;;X
PROV440;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;Barcelona;Барселона;;;X
PROV441;Coruna;Coruna;Coruna;La Coruсa;Coruna;Coruna;Coruna;Коруния;;;X
PROV442;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Zaragoza;Сарагоса;;;X
PROV443;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;Bilbao;Бильбао;;;X
PROV444;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;Oviedo;Овьедо;;;X
PROV445;Santander;Santander;Santander;Santander;Santander;Santander;Santander;Сантандер;;;X
PROV446;Pamplona;Pamplona;Pamplona;Pamplona;Pamplona;Pamplona;Pamplona;Памплона;;;X
PROV447;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;Саламанка;;;X
PROV448;Leon;Leon;Leon;Leуn;Leon;Leon;Leon;Леон;;;X
PROV449;Vigo;Vigo;Vigo;Vigo;Vigo;Vigo;Vigo;Виго;;;X
PROV450;Plasencia;Plasencia;Plasencia;Plasencia;Plasencia;Plasencia;Plasencia;Пласенсия;;;X
PROV451;Burgos;Burgos;Burgos;Burgos;Burgos;Burgos;Burgos;Бургос;;;X
PROV452;Segovia;Segovia;Segovia;Segovia;Segovia;Segovia;Segovia;Сеговия;;;X
PROV453;Caceres;Caceres;Caceres;Cбceres;Caceres;Caceres;Caceres;Касерес;;;X
PROV454;Tarancon;Tarancon;Tarancon;Tarancon;Tarancon;Tarancon;Tarancon;Таранкон;;;X
PROV455;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Гвадалахара;;;X
PROV456;Soria;Soria;Soria;Soria;Soria;Soria;Soria;Сория;;;X
PROV457;Toledo;Toledo;Toledo;Toledo;Toledo;Toledo;Toledo;Толедо;;;X
PROV458;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;Badajoz;Бадахос;;;X
PROV459;Teruel;Teruel;Teruel;Teruel;Teruel;Teruel;Teruel;Теруэль;;;X
PROV460;Madrid;Madrid;Madrid;Madrid;Madrid;Madrid;Madrid;Мадрид;;;X
PROV461;Castellon de la Plana;Castellon de la Plana;Castellon de la Plana;Castellуn de la Plana;Castellon de la Plana;Castellon de la Plana;Castellon de la Plana;Кастельон-де-ла-Плана;;;X
PROV462;Alicante;Alicante;Alicante;Alicante;Alicante;Alicante;Alicante;Аликанте;;;X
PROV463;Murcia;Murcia;Murcia;Murcia;Murcia;Murcia;Murcia;Мурсия;;;X
PROV464;Valencia;Valencia;Valencia;Valencia;Valencia;Valencia;Valencia;Валенсия;;;X
PROV465;Albacete;Albacete;Albacete;Albacete;Albacete;Albacete;Albacete;Альбасете;;;X
PROV466;Jaen;Jaen;Jaen;Jaйn;Jaen;Jaen;Jaen;Хаэн;;;X
PROV467;Cordoba;Cordoba;Cordoba;Cуrdoba;Cordoba;Cordoba;Cordoba;Кордова;;;X
PROV468;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Ciudad Real;Сьюдад-Реаль;;;X
PROV469;Almeria;Almeria;Almeria;Almerнa;Almeria;Almeria;Almeria;Альмерия;;;X
PROV470;Granada;Granada;Granada;Granada;Granada;Granada;Granada;Гранада;;;X
PROV471;Malaga;Malaga;Malaga;Mбlaga;Malaga;Malaga;Malaga;Малага;;;X
PROV472;Huelva;Huelva;Huelva;Huelva;Huelva;Huelva;Huelva;Уэльва;;;X
PROV473;Cadiz;Cadiz;Cadiz;Cбdiz;Cadiz;Cadiz;Cadiz;Кадис;;;X
PROV474;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;Sevilla;Севилья;;;X
PROV475;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;Пальма-де-Мальорка;;;X
PROV476;Lisbon;Lisbon;Lisbon;Lisboa;Lisbon;Lisbon;Lisbon;Лиссабон;;;X
PROV477;Setubal;Setubal;Setubal;Setъbal;Setubal;Setubal;Setubal;Сетубал;;;X
PROV478;Beja;Beja;Beja;Beja;Beja;Beja;Beja;Бежа;;;X
PROV479;Coimbra;Coimbra;Coimbra;Coнmbra;Coimbra;Coimbra;Coimbra;Коимбра;;;X
PROV480;Evora;Evora;Evora;Йvora;Evora;Evora;Evora;Эвора;;;X
PROV481;Porto;Porto;Porto;Porto;Porto;Porto;Porto;Порту;;;X
PROV482;Covilha;Covilha;Covilha;Covilha;Covilha;Covilha;Covilha;Ковильян;;;X
PROV483;Oslo;Oslo;Oslo;Oslo;Oslo;Oslo;Oslo;Осло;;;X
PROV484;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;Fredrikstad;Фредрикстад;;;X
PROV485;Kristiansand;Kristiansand;Kristiansand;Kristiansand;Kristiansand;Kristiansand;Kristiansand;Кристиансанн;;;X
PROV486;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;Хонефосс;;;X
PROV487;Stavanger;Stavanger;Stavanger;Stavanger;Stavanger;Stavanger;Stavanger;Ставангер;;;X
PROV488;Bergen;Bergen;Bergen;Bergen;Bergen;Bergen;Bergen;Берген;;;X
PROV489;Hamar;Hamar;Hamar;Hamar;Hamar;Hamar;Hamar;Хамар;;;X
PROV490;Andalsnes;Andalsnes;Andalsnes;Andalsnes;Andalsnes;Andalsnes;Andalsnes;Ондалснес;;;X
PROV491;Alesund;Alesund;Alesund;Alesund;Alesund;Alesund;Alesund;Олесунн;;;X
PROV492;Lillehammer;Lillehammer;Lillehammer;Lillehammer;Lillehammer;Lillehammer;Lillehammer;Лиллехаммер;;;X
PROV493;Trondheim;Trondheim;Trondheim;Trondheim;Trondheim;Trondheim;Trondheim;Тронхейм;;;X
PROV494;Bodo;Bodo;Bodo;Bodo;Bodo;Bodo;Bodo;Бодо;;;X
PROV495;Narvik;Narvik;Narvik;Narvik;Narvik;Narvik;Narvik;Нарвик;;;X
PROV496;Alta;Alta;Alta;Alta;Alta;Alta;Alta;Алта;;;X
PROV497;Tromso;Tromso;Tromso;Tromso;Tromso;Tromso;Tromso;Тромсо;;;X
PROV498;Pavlodar;Pavlodar;Pavlodar;Pavlodar;Pavlodar;Pavlodar;Pavlodar;Павлодар;;;X
PROV499;Ekibastuz;Ekibastuz;Ekibastuz;Ekibastuz;Ekibastuz;Ekibastuz;Ekibastuz;Экибастуз;;;X
PROV500;Balkhash;Balkhash;Balkhash;Balkhash;Balkhash;Balkhash;Balkhash;Балхаш;;;X
PROV501;Kokchetav;Kokchetav;Kokchetav;Kokchetav;Kokchetav;Kokchetav;Kokchetav;Кокчетав;;;X
